seed,id,task,valid,score,repair_distance,error_type,error_position,length,max_depth,max_pairing_distance,vae_nll_per_token,vae_ppl,block_index,on_boundary
1234,o46527,structured,False,0.0,,parse_error,1,,,,,,,
1234,o3617,structured,False,0.0,,parse_error,1,,,,,,,
1234,o21456,structured,False,0.0,,parse_error,1,,,,,,,
1234,o90937,structured,False,0.0,,parse_error,1,,,,,,,
1234,o2965,structured,False,0.0,,parse_error,1,,,,,,,
1234,o89223,structured,False,0.0,,parse_error,1,,,,,,,
1234,o69508,structured,False,0.0,,parse_error,1,,,,,,,
1234,o63476,structured,False,0.0,,parse_error,1,,,,,,,
1234,o60839,structured,False,0.0,,parse_error,1,,,,,,,
1234,o9931,structured,False,0.0,,parse_error,1,,,,,,,
1234,o65447,structured,False,0.0,,parse_error,1,,,,,,,
1234,o13989,structured,False,0.0,,parse_error,1,,,,,,,
1234,o68328,structured,False,0.0,,parse_error,1,,,,,,,
1234,o12629,structured,False,0.0,,parse_error,1,,,,,,,
1234,o47163,structured,False,0.0,,parse_error,1,,,,,,,
1234,o58320,structured,True,1.0,,valid,,,,,,,,
1234,o90946,structured,False,0.0,,parse_error,1,,,,,,,
1234,o50666,structured,False,0.0,,parse_error,1,,,,,,,
1234,o79449,structured,False,0.0,,parse_error,1,,,,,,,
1234,o45139,structured,False,0.0,,parse_error,1,,,,,,,
1234,o91103,structured,False,0.0,,parse_error,1,,,,,,,
1234,o13687,structured,False,0.0,,parse_error,1,,,,,,,
1234,o43993,structured,False,0.0,,parse_error,1,,,,,,,
1234,o9910,structured,False,0.0,,parse_error,1,,,,,,,
1234,o43295,structured,False,0.0,,parse_error,1,,,,,,,
1234,o24176,structured,False,0.0,,parse_error,1,,,,,,,
1234,o89900,structured,False,0.0,,parse_error,1,,,,,,,
1234,o9851,structured,False,0.0,,parse_error,1,,,,,,,
1234,o81574,structured,False,0.0,,parse_error,1,,,,,,,
1234,o21477,structured,False,0.0,,parse_error,1,,,,,,,
1234,o90314,structured,False,0.0,,parse_error,0,,,,,,,
1234,o28268,structured,False,0.0,,parse_error,1,,,,,,,
1234,o62771,structured,False,0.0,,parse_error,1,,,,,,,
1234,o40228,structured,False,0.0,,parse_error,1,,,,,,,
1234,o23494,structured,False,0.0,,parse_error,1,,,,,,,
1234,o9208,structured,False,0.0,,parse_error,1,,,,,,,
1234,o78734,structured,False,0.0,,parse_error,0,,,,,,,
1234,o68689,structured,False,0.0,,parse_error,1,,,,,,,
1234,o71425,structured,False,0.0,,parse_error,1,,,,,,,
1234,o45166,structured,False,0.0,,parse_error,1,,,,,,,
1234,o5187,structured,False,0.0,,parse_error,1,,,,,,,
1234,o72587,structured,False,0.0,,parse_error,1,,,,,,,
1234,o35168,structured,False,0.0,,parse_error,1,,,,,,,
1234,o6261,structured,False,0.0,,parse_error,1,,,,,,,
1234,o90441,structured,False,0.0,,parse_error,1,,,,,,,
1234,o72186,structured,False,0.0,,parse_error,1,,,,,,,
1234,o21499,structured,False,0.0,,parse_error,1,,,,,,,
1234,o20470,structured,False,0.0,,parse_error,1,,,,,,,
1234,o8491,structured,False,0.0,,parse_error,1,,,,,,,
1234,o27846,structured,False,0.0,,parse_error,1,,,,,,,
1234,o28203,structured,False,0.0,,parse_error,1,,,,,,,
1234,o71268,structured,False,0.0,,parse_error,0,,,,,,,
1234,o39445,structured,False,0.0,,parse_error,1,,,,,,,
1234,o89213,structured,False,0.0,,parse_error,1,,,,,,,
1234,o69958,structured,False,0.0,,parse_error,1,,,,,,,
1234,o39431,structured,False,0.0,,parse_error,1,,,,,,,
1234,o85927,structured,True,1.0,,valid,,,,,,,,
1234,o48875,structured,False,0.0,,parse_error,1,,,,,,,
1234,o80803,structured,False,0.0,,parse_error,1,,,,,,,
1234,o63151,structured,False,0.0,,parse_error,1,,,,,,,
1234,o77730,structured,False,0.0,,parse_error,0,,,,,,,
1234,o62762,structured,False,0.0,,parse_error,0,,,,,,,
1234,o43224,structured,False,0.0,,parse_error,1,,,,,,,
1234,o45219,structured,False,0.0,,parse_error,1,,,,,,,
1234,o80287,structured,False,0.0,,parse_error,1,,,,,,,
1234,o9703,structured,False,0.0,,parse_error,1,,,,,,,
1234,o42208,structured,False,0.0,,parse_error,0,,,,,,,
1234,o47248,structured,False,0.0,,parse_error,1,,,,,,,
1234,o12222,structured,False,0.0,,parse_error,1,,,,,,,
1234,o81728,structured,False,0.0,,parse_error,1,,,,,,,
1234,o90246,structured,False,0.0,,parse_error,0,,,,,,,
1234,o90440,structured,False,0.0,,parse_error,1,,,,,,,
1234,o37087,structured,False,0.0,,parse_error,1,,,,,,,
1234,o81566,structured,False,0.0,,parse_error,1,,,,,,,
1234,o39871,structured,False,0.0,,parse_error,1,,,,,,,
1234,o35770,structured,False,0.0,,parse_error,1,,,,,,,
1234,o9953,structured,False,0.0,,parse_error,1,,,,,,,
1234,o76472,structured,False,0.0,,parse_error,1,,,,,,,
1234,o17635,structured,False,0.0,,parse_error,1,,,,,,,
1234,o53603,structured,False,0.0,,parse_error,1,,,,,,,
1234,o90718,structured,False,0.0,,parse_error,1,,,,,,,
1234,o17401,structured,False,0.0,,parse_error,0,,,,,,,
1234,o25976,structured,False,0.0,,parse_error,1,,,,,,,
1234,o55685,structured,False,0.0,,parse_error,1,,,,,,,
1234,o90368,structured,False,0.0,,parse_error,1,,,,,,,
1234,o21459,structured,False,0.0,,parse_error,1,,,,,,,
1234,o50679,structured,False,0.0,,parse_error,0,,,,,,,
1234,o36460,structured,False,0.0,,parse_error,1,,,,,,,
1234,o31008,structured,False,0.0,,parse_error,1,,,,,,,
1234,o63317,structured,False,0.0,,parse_error,1,,,,,,,
1234,o79491,structured,False,0.0,,parse_error,1,,,,,,,
1234,o14530,structured,False,0.0,,parse_error,1,,,,,,,
1234,o9896,structured,False,0.0,,parse_error,1,,,,,,,
1234,o73029,structured,False,0.0,,parse_error,1,,,,,,,
1234,o63534,structured,False,0.0,,parse_error,1,,,,,,,
1234,o20462,structured,False,0.0,,parse_error,0,,,,,,,
1234,o9815,structured,False,0.0,,parse_error,1,,,,,,,
1234,o55348,structured,False,0.0,,parse_error,1,,,,,,,
1234,o68322,structured,False,0.0,,parse_error,1,,,,,,,
1234,o84097,structured,False,0.0,,parse_error,1,,,,,,,
1234,o60850,structured,False,0.0,,parse_error,1,,,,,,,
1234,o12214,structured,False,0.0,,parse_error,1,,,,,,,
1234,o68335,structured,False,0.0,,parse_error,1,,,,,,,
1234,o58909,structured,False,0.0,,parse_error,1,,,,,,,
1234,o90354,structured,False,0.0,,parse_error,1,,,,,,,
1234,o59670,structured,False,0.0,,parse_error,1,,,,,,,
1234,o64700,structured,False,0.0,,parse_error,1,,,,,,,
1234,o35907,structured,False,0.0,,parse_error,1,,,,,,,
1234,o55788,structured,False,0.0,,parse_error,1,,,,,,,
1234,o44463,structured,False,0.0,,parse_error,1,,,,,,,
1234,o17139,structured,False,0.0,,parse_error,1,,,,,,,
1234,o37724,structured,False,0.0,,parse_error,1,,,,,,,
1234,o14451,structured,False,0.0,,parse_error,1,,,,,,,
1234,o73030,structured,False,0.0,,parse_error,1,,,,,,,
1234,o83269,structured,False,0.0,,parse_error,1,,,,,,,
1234,o73969,structured,False,0.0,,parse_error,1,,,,,,,
1234,o66192,structured,False,0.0,,parse_error,1,,,,,,,
1234,o40353,structured,False,0.0,,parse_error,1,,,,,,,
1234,o14464,structured,True,1.0,,valid,,,,,,,,
1234,o7499,structured,False,0.0,,parse_error,1,,,,,,,
1234,o39176,structured,False,0.0,,parse_error,1,,,,,,,
1234,o90339,structured,False,0.0,,parse_error,1,,,,,,,
1234,o12086,structured,False,0.0,,parse_error,1,,,,,,,
1234,o39452,structured,False,0.0,,schema_error,,,,,,,,
1234,o54543,structured,False,0.0,,parse_error,1,,,,,,,
1234,o6235,structured,False,0.0,,parse_error,1,,,,,,,
1234,o51221,structured,False,0.0,,parse_error,1,,,,,,,
1234,o65541,structured,False,0.0,,parse_error,0,,,,,,,
1234,o82241,structured,False,0.0,,parse_error,1,,,,,,,
1234,o39429,structured,False,0.0,,parse_error,1,,,,,,,
1234,o76467,structured,False,0.0,,parse_error,1,,,,,,,
1234,o79445,structured,False,0.0,,parse_error,1,,,,,,,
1234,o6201,structured,False,0.0,,parse_error,1,,,,,,,
